emoji,label
👨🏻‍❤‍👨🏼,neutral
👨🏻‍❤️‍👨🏽,neutral
👨🏻‍❤‍👨🏽,neutral
👨🏻‍❤️‍👨🏾,neutral
👨🏻‍❤‍👨🏾,neutral
👨🏻‍❤️‍👨🏿,neutral
👨🏻‍❤‍👨🏿,neutral
👨🏼‍❤️‍👨🏻,neutral
👨🏼‍❤‍👨🏻,neutral
👨🏼‍❤️‍👨🏼,neutral
👨🏼‍❤‍👨🏼,neutral
👨🏼‍❤️‍👨🏽,neutral
👨🏼‍❤‍👨🏽,neutral
👨🏼‍❤️‍👨🏾,neutral
👨🏼‍❤‍👨🏾,neutral
👨🏼‍❤️‍👨🏿,neutral
👨🏼‍❤‍👨🏿,neutral
👨🏽‍❤️‍👨🏻,neutral
👨🏽‍❤‍👨🏻,neutral
👨🏽‍❤️‍👨🏼,neutral
👨🏽‍❤‍👨🏼,neutral
👨🏽‍❤️‍👨🏽,neutral
👨🏽‍❤‍👨🏽,neutral
👨🏽‍❤️‍👨🏾,neutral
👨🏽‍❤‍👨🏾,neutral
👨🏽‍❤️‍👨🏿,neutral
👨🏽‍❤‍👨🏿,neutral
👨🏾‍❤️‍👨🏻,neutral
👨🏾‍❤‍👨🏻,neutral
👨🏾‍❤️‍👨🏼,neutral
👨🏾‍❤‍👨🏼,neutral
👨🏾‍❤️‍👨🏽,neutral
👨🏾‍❤‍👨🏽,neutral
👨🏾‍❤️‍👨🏾,neutral
👨🏾‍❤‍👨🏾,neutral
👨🏾‍❤️‍👨🏿,neutral
👨🏾‍❤‍👨🏿,neutral
👨🏿‍❤️‍👨🏻,neutral
👨🏿‍❤‍👨🏻,neutral
👨🏿‍❤️‍👨🏼,neutral
👨🏿‍❤‍👨🏼,neutral
👨🏿‍❤️‍👨🏽,neutral
👨🏿‍❤‍👨🏽,neutral
👨🏿‍❤️‍👨🏾,neutral
👨🏿‍❤‍👨🏾,neutral
👨🏿‍❤️‍👨🏿,neutral
👨🏿‍❤‍👨🏿,neutral
👩‍❤️‍👩,neutral
👩‍❤‍👩,neutral
👩🏻‍❤️‍👩🏻,neutral
👩🏻‍❤‍👩🏻,neutral
👩🏻‍❤️‍👩🏼,neutral
👩🏻‍❤‍👩🏼,neutral
👩🏻‍❤️‍👩🏽,neutral
👩🏻‍❤‍👩🏽,neutral
👩🏻‍❤️‍👩🏾,neutral
👩🏻‍❤‍👩🏾,neutral
👩🏻‍❤️‍👩🏿,neutral
👩🏻‍❤‍👩🏿,neutral
👩🏼‍❤️‍👩🏻,neutral
👩🏼‍❤‍👩🏻,neutral
👩🏼‍❤️‍👩🏼,neutral
👩🏼‍❤‍👩🏼,neutral
👩🏼‍❤️‍👩🏽,neutral
👩🏼‍❤‍👩🏽,neutral
👩🏼‍❤️‍👩🏾,neutral
👩🏼‍❤‍👩🏾,neutral
👩🏼‍❤️‍👩🏿,neutral
👩🏼‍❤‍👩🏿,neutral
👩🏽‍❤️‍👩🏻,neutral
👩🏽‍❤‍👩🏻,neutral
👩🏽‍❤️‍👩🏼,neutral
👩🏽‍❤‍👩🏼,neutral
👩🏽‍❤️‍👩🏽,neutral
👩🏽‍❤‍👩🏽,neutral
👩🏽‍❤️‍👩🏾,neutral
👩🏽‍❤‍👩🏾,neutral
👩🏽‍❤️‍👩🏿,neutral
👩🏽‍❤‍👩🏿,neutral
👩🏾‍❤️‍👩🏻,neutral
👩🏾‍❤‍👩🏻,neutral
👩🏾‍❤️‍👩🏼,neutral
👩🏾‍❤‍👩🏼,neutral
👩🏾‍❤️‍👩🏽,neutral
👩🏾‍❤‍👩🏽,neutral
👩🏾‍❤️‍👩🏾,neutral
👩🏾‍❤‍👩🏾,neutral
👩🏾‍❤️‍👩🏿,neutral
👩🏾‍❤‍👩🏿,neutral
👩🏿‍❤️‍👩🏻,neutral
👩🏿‍❤‍👩🏻,neutral
👩🏿‍❤️‍👩🏼,neutral
👩🏿‍❤‍👩🏼,neutral
👩🏿‍❤️‍👩🏽,neutral
👩🏿‍❤‍👩🏽,neutral
👩🏿‍❤️‍👩🏾,neutral
👩🏿‍❤‍👩🏾,neutral
👩🏿‍❤️‍👩🏿,neutral
👩🏿‍❤‍👩🏿,neutral
👪,neutral
👨‍👩‍👦,neutral
👨‍👩‍👧,neutral
👨‍👩‍👧‍👦,neutral
👨‍👩‍👦‍👦,neutral
👨‍👩‍👧‍👧,neutral
👨‍👨‍👦,neutral
👨‍👨‍👧,neutral
👨‍👨‍👧‍👦,neutral
👨‍👨‍👦‍👦,neutral
👨‍👨‍👧‍👧,neutral
👩‍👩‍👦,neutral
👩‍👩‍👧,neutral
👩‍👩‍👧‍👦,neutral
👩‍👩‍👦‍👦,neutral
👩‍👩‍👧‍👧,neutral
👨‍👦,neutral
👨‍👦‍👦,neutral
👨‍👧,neutral
👨‍👧‍👦,neutral
👨‍👧‍👧,neutral
👩‍👦,neutral
👩‍👦‍👦,neutral
👩‍👧,neutral
👩‍👧‍👦,neutral
👩‍👧‍👧,neutral
🗣️,neutral
🗣,neutral
👤,neutral
👥,neutral
🫂,neutral
👣,neutral
🐵,neutral
🐒,neutral
🦍,neutral
🦧,neutral
🐶,neutral
🐕,neutral
🦮,neutral
🐕‍🦺,neutral
🐩,neutral
🐺,neutral
🦊,neutral
🦝,neutral
🐱,neutral
🐈,neutral
🐈‍⬛,neutral
🦁,neutral
🐯,neutral
🐅,neutral
🐆,neutral
🐴,neutral
🐎,neutral
🦄,neutral
🦓,neutral
🦌,neutral
🦬,neutral
🐮,neutral
🐂,neutral
🐃,neutral
🐄,neutral
🐷,neutral
🐖,neutral
🐗,neutral
🐽,neutral
🐏,neutral
🐑,neutral
🐐,neutral
🐪,neutral
🐫,neutral
🦙,neutral
🦒,neutral
🐘,neutral
🦣,neutral
🦏,neutral
🦛,neutral
🐭,neutral
🐁,neutral
🐀,neutral
🐹,neutral
🐰,neutral
🐇,neutral
🐿️,neutral
🐿,neutral
🦫,neutral
🦔,neutral
🦇,neutral
🐻,neutral
🐻‍❄️,neutral
🐻‍❄,neutral
🐨,neutral
🐼,neutral
🦥,neutral
🦦,neutral
🦨,neutral
🦘,neutral
🦡,neutral
🐾,neutral
🦃,neutral
🐔,neutral
🐓,neutral
🐣,neutral
🐤,neutral
🐥,neutral
🐦,neutral
🐧,neutral
🕊️,neutral
🕊,neutral
🦅,neutral
🦆,neutral
🦢,neutral
🦉,neutral
🦤,neutral
🪶,neutral
🦩,neutral
🦚,neutral
🦜,neutral
🐸,neutral
🐊,neutral
🐢,neutral
🦎,neutral
🐍,neutral
🐲,neutral
🐉,neutral
🦕,neutral
🦖,neutral
🐳,neutral
🐋,neutral
🐬,neutral
🦭,neutral
🐟,neutral
🐠,neutral
🐡,neutral
🦈,neutral
🐙,neutral
🐚,neutral
🐌,neutral
🦋,neutral
🐛,neutral
🐜,neutral
🐝,neutral
🪲,neutral
🐞,neutral
🦗,neutral
🪳,neutral
🕷️,neutral
🕷,neutral
🕸️,neutral
🕸,neutral
🦂,neutral
🦟,neutral
🪰,neutral
🪱,neutral
🦠,neutral
💐,neutral
🌸,neutral
💮,neutral
🏵️,neutral
🏵,neutral
🌹,neutral
🥀,neutral
🌺,neutral
🌻,neutral
🌼,neutral
🌷,neutral
🌱,neutral
🪴,neutral
🌲,neutral
🌳,neutral
🌴,neutral
🌵,neutral
🌾,neutral
🌿,neutral
☘️,neutral
☘,neutral
🍀,neutral
🍁,neutral
🍂,neutral
🍃,neutral
🍇,neutral
🍈,neutral
🍉,neutral
🍊,neutral
🍋,neutral
🍌,neutral
🍍,neutral
🥭,neutral
🍎,neutral
🍏,neutral
🍐,neutral
🍑,neutral
🍒,neutral
🍓,neutral
🫐,neutral
🥝,neutral
🍅,neutral
🫒,neutral
🥥,neutral
🥑,neutral
🍆,neutral
🥔,neutral
🥕,neutral
🌽,neutral
🌶️,neutral
🌶,neutral
🫑,neutral
🥒,neutral
🥬,neutral
🥦,neutral
🧄,neutral
🧅,neutral
🍄,neutral
🥜,neutral
🌰,neutral
🍞,neutral
🥐,neutral
🥖,neutral
🫓,neutral
🥨,neutral
🥯,neutral
🥞,neutral
🧇,neutral
🧀,neutral
🍖,neutral
🍗,neutral
🥩,neutral
🥓,neutral
🍔,neutral
🍟,neutral
🍕,neutral
🌭,neutral
🥪,neutral
🌮,neutral
🌯,neutral
🫔,neutral
🥙,neutral
🧆,neutral
🥚,neutral
🍳,neutral
🥘,neutral
🍲,neutral
🫕,neutral
🥣,neutral
🥗,neutral
🍿,neutral
🧈,neutral
🧂,neutral
🥫,neutral
🍱,neutral
🍘,neutral
🍙,neutral
🍚,neutral
🍛,neutral
🍜,neutral
🍝,neutral
🍠,neutral
🍢,neutral
🍣,neutral
🍤,neutral
🍥,neutral
🥮,neutral
🍡,neutral
🥟,neutral
🥠,neutral
🥡,neutral
🦀,neutral
🦞,neutral
🦐,neutral
🦑,neutral
🦪,neutral
🍦,neutral
🍧,neutral
🍨,neutral
🍩,neutral
🍪,neutral
🎂,neutral
🍰,neutral
🧁,neutral
🥧,neutral
🍫,neutral
🍬,neutral
🍭,neutral
🍮,neutral
🍯,neutral
🍼,neutral
🥛,neutral
☕,neutral
🫖,neutral
🍵,neutral
🍶,neutral
🍾,neutral
🍷,neutral
🍸,neutral
🍹,neutral
🍺,neutral
🍻,neutral
🥂,neutral
🥃,neutral
🥤,neutral
🧋,neutral
🧃,neutral
🧉,neutral
🧊,neutral
🥢,neutral
🍽️,neutral
🍽,neutral
🍴,neutral
🥄,neutral
🔪,neutral
🏺,neutral
🌍,neutral
🌎,neutral
🌏,neutral
🌐,neutral
🗺️,neutral
🗺,neutral
🗾,neutral
🧭,neutral
🏔️,neutral
🏔,neutral
⛰️,neutral
⛰,neutral
🌋,neutral
🗻,neutral
🏕️,neutral
🏕,neutral
🏖️,neutral
🏖,neutral
🏜️,neutral
🏜,neutral
🏝️,neutral
🏝,neutral
🏞️,neutral
🏞,neutral
🏟️,neutral
🏟,neutral
🏛️,neutral
🏛,neutral
🏗️,neutral
🏗,neutral
🧱,neutral
🪨,neutral
🪵,neutral
🛖,neutral
🏘️,neutral
🏘,neutral
🏚️,neutral
🏚,neutral
🏠,neutral
🏡,neutral
🏢,neutral
🏣,neutral
🏤,neutral
🏥,neutral
🏦,neutral
🏨,neutral
🏩,neutral
🏪,neutral
🏫,neutral
🏬,neutral
🏭,neutral
🏯,neutral
🏰,neutral
💒,neutral
🗼,neutral
🗽,neutral
⛪,neutral
🕌,neutral
🛕,neutral
🕍,neutral
⛩️,neutral
⛩,neutral
🕋,neutral
⛲,neutral
⛺,neutral
🌁,neutral
🌃,neutral
🏙️,neutral
🏙,neutral
🌄,neutral
🌅,neutral
🌆,neutral
🌇,neutral
🌉,neutral
♨️,neutral
♨,neutral
🎠,neutral
🎡,neutral
🎢,neutral
💈,neutral
🎪,neutral
🚂,neutral
🚃,neutral
🚄,neutral
🚅,neutral
🚆,neutral
🚇,neutral
🚈,neutral
🚉,neutral
🚊,neutral
🚝,neutral
🚞,neutral
🚋,neutral
🚌,neutral
🚍,neutral
🚎,neutral
🚐,neutral
🚑,neutral
🚒,neutral
🚓,neutral
🚔,neutral
🚕,neutral
🚖,neutral
🚗,neutral
🚘,neutral
🚙,neutral
🛻,neutral
🚚,neutral
🚛,neutral
🚜,neutral
🏎️,neutral
🏎,neutral
🏍️,neutral
🏍,neutral
🛵,neutral
🦽,neutral
🦼,neutral
🛺,neutral
🚲,neutral
🛴,neutral
🛹,neutral
🛼,neutral
🚏,neutral
🛣️,neutral
🛣,neutral
🛤️,neutral
🛤,neutral
🛢️,neutral
🛢,neutral
⛽,neutral
🚨,neutral
🚥,neutral
🚦,neutral
🛑,neutral
🚧,neutral
⚓,neutral
⛵,neutral
🛶,neutral
🚤,neutral
🛳️,neutral
🛳,neutral
⛴️,neutral
⛴,neutral
🛥️,neutral
🛥,neutral
🚢,neutral
✈️,neutral
✈,neutral
🛩️,neutral
🛩,neutral
🛫,neutral
🛬,neutral
🪂,neutral
💺,neutral
🚁,neutral
🚟,neutral
🚠,neutral
🚡,neutral
🛰️,neutral
🛰,neutral
🚀,neutral
🛸,neutral
🛎️,neutral
🛎,neutral
🧳,neutral
⌛,neutral
⏳,neutral
⌚,neutral
⏰,neutral
⏱️,neutral
⏱,neutral
⏲️,neutral
⏲,neutral
🕰️,neutral
🕰,neutral
🕛,neutral
🕧,neutral
🕐,neutral
🕜,neutral
🕑,neutral
🕝,neutral
🕒,neutral
🕞,neutral
🕓,neutral
🕟,neutral
🕔,neutral
🕠,neutral
🕕,neutral
🕡,neutral
🕖,neutral
🕢,neutral
🕗,neutral
🕣,neutral
🕘,neutral
🕤,neutral
🕙,neutral
🕥,neutral
🕚,neutral
🕦,neutral
🌑,neutral
🌒,neutral
🌓,neutral
🌔,neutral
🌕,neutral
🌖,neutral
🌗,neutral
🌘,neutral
🌙,neutral
🌚,neutral
🌛,neutral
🌜,neutral
🌡️,neutral
🌡,neutral
☀️,neutral
☀,neutral
🌝,neutral
🌞,neutral
🪐,neutral
⭐,neutral
🌟,neutral
🌠,neutral
🌌,neutral
☁️,neutral
☁,neutral
⛅,neutral
⛈️,neutral
⛈,neutral
🌤️,neutral
🌤,neutral
🌥️,neutral
🌥,neutral
🌦️,neutral
🌦,neutral
🌧️,neutral
🌧,neutral
🌨️,neutral
🌨,neutral
🌩️,neutral
🌩,neutral
🌪️,neutral
🌪,neutral
🌫️,neutral
🌫,neutral
🌬️,neutral
🌬,neutral
🌀,neutral
🌈,neutral
🌂,neutral
☂️,neutral
☂,neutral
☔,neutral
⛱️,neutral
⛱,neutral
⚡,neutral
❄️,neutral
❄,neutral
☃️,neutral
☃,neutral
⛄,neutral
☄️,neutral
☄,neutral
🔥,neutral
💧,neutral
🌊,neutral
🎃,neutral
🎄,neutral
🎆,neutral
🎇,neutral
🧨,neutral
✨,neutral
🎈,neutral
🎉,neutral
🎊,neutral
🎋,neutral
🎍,neutral
🎎,neutral
🎏,neutral
🎐,neutral
🎑,neutral
🧧,neutral
🎀,neutral
🎁,neutral
🎗️,neutral
🎗,neutral
🎟️,neutral
🎟,neutral
🎫,neutral
🎖️,neutral
🎖,neutral
🏆,neutral
🏅,neutral
🥇,neutral
🥈,neutral
🥉,neutral
⚽,neutral
⚾,neutral
🥎,neutral
🏀,neutral
🏐,neutral
🏈,neutral
🏉,neutral
🎾,neutral
🥏,neutral
🎳,neutral
🏏,neutral
🏑,neutral
🏒,neutral
🥍,neutral
🏓,neutral
🏸,neutral
🥊,neutral
🥋,neutral
🥅,neutral
⛳,neutral
⛸️,neutral
⛸,neutral
🎣,neutral
🤿,neutral
🎽,neutral
🎿,neutral
🛷,neutral
🥌,neutral
🎯,neutral
🪀,neutral
🪁,neutral
🎱,neutral
🔮,neutral
🪄,neutral
🧿,neutral
🎮,neutral
🕹️,neutral
🕹,neutral
🎰,neutral
🎲,neutral
🧩,neutral
🧸,neutral
🪅,neutral
🪆,neutral
♠️,neutral
♠,neutral
♥️,neutral
♥,neutral
♦️,neutral
♦,neutral
♣️,neutral
♣,neutral
♟️,neutral
♟,neutral
🃏,neutral
🀄,neutral
🎴,neutral
🎭,neutral
🖼️,neutral
🖼,neutral
🎨,neutral
🧵,neutral
🪡,neutral
🧶,neutral
🪢,neutral
👓,neutral
🕶️,neutral
🕶,neutral
🥽,neutral
🥼,neutral
🦺,neutral
👔,neutral
👕,neutral
👖,neutral
🧣,neutral
🧤,neutral
🧥,neutral
🧦,neutral
👗,neutral
👘,neutral
🥻,neutral
🩱,neutral
🩲,neutral
🩳,neutral
👙,neutral
👚,neutral
👛,neutral
👜,neutral
👝,neutral
🛍️,neutral
🛍,neutral
🎒,neutral
🩴,neutral
👞,neutral
👟,neutral
🥾,neutral
🥿,neutral
👠,neutral
👡,neutral
🩰,neutral
👢,neutral
👑,neutral
👒,neutral
🎩,neutral
🎓,neutral
🧢,neutral
🪖,neutral
⛑️,neutral
⛑,neutral
📿,neutral
💄,neutral
💍,neutral
💎,neutral
🔇,neutral
🔈,neutral
🔉,neutral
🔊,neutral
📢,neutral
📣,neutral
📯,neutral
🔔,neutral
🔕,neutral
🎼,neutral
🎵,neutral
🎶,neutral
🎙️,neutral
🎙,neutral
🎚️,neutral
🎚,neutral
🎛️,neutral
🎛,neutral
🎤,neutral
🎧,neutral
📻,neutral
🎷,neutral
🪗,neutral
🎸,neutral
🎹,neutral
🎺,neutral
🎻,neutral
🪕,neutral
🥁,neutral
🪘,neutral
📱,neutral
📲,neutral
☎️,neutral
☎,neutral
📞,neutral
📟,neutral
📠,neutral
🔋,neutral
🔌,neutral
💻,neutral
🖥️,neutral
🖥,neutral
🖨️,neutral
🖨,neutral
⌨️,neutral
⌨,neutral
🖱️,neutral
🖱,neutral
🖲️,neutral
🖲,neutral
💽,neutral
💾,neutral
💿,neutral
📀,neutral
🧮,neutral
🎥,neutral
🎞️,neutral
🎞,neutral
📽️,neutral
📽,neutral
🎬,neutral
📺,neutral
📷,neutral
📸,neutral
📹,neutral
📼,neutral
🔍,neutral
🔎,neutral
🕯️,neutral
🕯,neutral
💡,neutral
🔦,neutral
🏮,neutral
🪔,neutral
📔,neutral
📕,neutral
📖,neutral
📗,neutral
📘,neutral
📙,neutral
📚,neutral
📓,neutral
📒,neutral
📃,neutral
📜,neutral
📄,neutral
📰,neutral
🗞️,neutral
🗞,neutral
📑,neutral
🔖,neutral
🏷️,neutral
🏷,neutral
💰,neutral
🪙,neutral
💴,neutral
💵,neutral
💶,neutral
💷,neutral
💸,neutral
💳,neutral
🧾,neutral
💹,neutral
✉️,neutral
✉,neutral
📧,neutral
📨,neutral
📩,neutral
📤,neutral
📥,neutral
📦,neutral
📫,neutral
📪,neutral
📬,neutral
📭,neutral
📮,neutral
🗳️,neutral
🗳,neutral
✏️,neutral
✏,neutral
✒️,neutral
✒,neutral
🖋️,neutral
🖋,neutral
🖊️,neutral
🖊,neutral
🖌️,neutral
🖌,neutral
🖍️,neutral
🖍,neutral
📝,neutral
💼,neutral
📁,neutral
📂,neutral
🗂️,neutral
🗂,neutral
📅,neutral
📆,neutral
🗒️,neutral
🗒,neutral
🗓️,neutral
🗓,neutral
📇,neutral
📈,neutral
📉,neutral
📊,neutral
📋,neutral
📌,neutral
📍,neutral
📎,neutral
🖇️,neutral
🖇,neutral
📏,neutral
📐,neutral
✂️,neutral
✂,neutral
🗃️,neutral
🗃,neutral
🗄️,neutral
🗄,neutral
🗑️,neutral
🗑,neutral
🔒,neutral
🔓,neutral
🔏,neutral
🔐,neutral
🔑,neutral
🗝️,neutral
🗝,neutral
🔨,neutral
🪓,neutral
⛏️,neutral
⛏,neutral
⚒️,neutral
⚒,neutral
🛠️,neutral
🛠,neutral
🗡️,neutral
🗡,neutral
⚔️,neutral
⚔,neutral
🔫,neutral
🪃,neutral
🏹,neutral
🛡️,neutral
🛡,neutral
🪚,neutral
🔧,neutral
🪛,neutral
🔩,neutral
⚙️,neutral
⚙,neutral
🗜️,neutral
🗜,neutral
⚖️,neutral
⚖,neutral
🦯,neutral
🔗,neutral
⛓️,neutral
⛓,neutral
🪝,neutral
🧰,neutral
🧲,neutral
🪜,neutral
⚗️,neutral
⚗,neutral
🧪,neutral
🧫,neutral
🧬,neutral
🔬,neutral
🔭,neutral
📡,neutral
💉,neutral
🩸,neutral
💊,neutral
🩹,neutral
🩺,neutral
🚪,neutral
🛗,neutral
🪞,neutral
🪟,neutral
🛏️,neutral
🛏,neutral
🛋️,neutral
🛋,neutral
🪑,neutral
🚽,neutral
🪠,neutral
🚿,neutral
🛁,neutral
🪤,neutral
🪒,neutral
🧴,neutral
🧷,neutral
🧹,neutral
🧺,neutral
🧻,neutral
🪣,neutral
🧼,neutral
🪥,neutral
🧽,neutral
🧯,neutral
🛒,neutral
🚬,neutral
⚰️,neutral
⚰,neutral
🪦,neutral
⚱️,neutral
⚱,neutral
🗿,neutral
🪧,neutral
🏧,neutral
🚮,neutral
🚰,neutral
♿,neutral
🚹,neutral
🚺,neutral
🚻,neutral
🚼,neutral
🚾,neutral
🛂,neutral
🛃,neutral
🛄,neutral
🛅,neutral
⚠️,neutral
⚠,neutral
🚸,neutral
⛔,neutral
🚫,neutral
🚳,neutral
🚭,neutral
🚯,neutral
🚱,neutral
🚷,neutral
📵,neutral
🔞,neutral
☢️,neutral
☢,neutral
☣️,neutral
☣,neutral
⬆️,neutral
⬆,neutral
↗️,neutral
↗,neutral
➡️,neutral
➡,neutral
↘️,neutral
↘,neutral
⬇️,neutral
⬇,neutral
↙️,neutral
↙,neutral
⬅️,neutral
⬅,neutral
↖️,neutral
↖,neutral
↕️,neutral
↕,neutral
↔️,neutral
↔,neutral
↩️,neutral
↩,neutral
↪️,neutral
↪,neutral
⤴️,neutral
⤴,neutral
⤵️,neutral
⤵,neutral
🔃,neutral
🔄,neutral
🔙,neutral
🔚,neutral
🔛,neutral
🔜,neutral
🔝,neutral
🛐,neutral
⚛️,neutral
⚛,neutral
🕉️,neutral
🕉,neutral
✡️,neutral
✡,neutral
☸️,neutral
☸,neutral
☯️,neutral
☯,neutral
✝️,neutral
✝,neutral
☦️,neutral
☦,neutral
☪️,neutral
☪,neutral
☮️,neutral
☮,neutral
🕎,neutral
🔯,neutral
♈,neutral
♉,neutral
♊,neutral
♋,neutral
♌,neutral
♍,neutral
♎,neutral
♏,neutral
♐,neutral
♑,neutral
♒,neutral
♓,neutral
⛎,neutral
🔀,neutral
🔁,neutral
🔂,neutral
▶️,neutral
▶,neutral
⏩,neutral
⏭️,neutral
⏭,neutral
⏯️,neutral
⏯,neutral
◀️,neutral
◀,neutral
⏪,neutral
⏮️,neutral
⏮,neutral
🔼,neutral
⏫,neutral
🔽,neutral
⏬,neutral
⏸️,neutral
⏸,neutral
⏹️,neutral
⏹,neutral
⏺️,neutral
⏺,neutral
⏏️,neutral
⏏,neutral
🎦,neutral
🔅,neutral
🔆,neutral
📶,neutral
📳,neutral
📴,neutral
♀️,neutral
♀,neutral
♂️,neutral
♂,neutral
⚧️,neutral
⚧,neutral
✖️,neutral
✖,neutral
➕,neutral
➖,neutral
➗,neutral
♾️,neutral
♾,neutral
‼️,neutral
‼,neutral
⁉️,neutral
⁉,neutral
❓,neutral
❔,neutral
❕,neutral
❗,neutral
〰️,neutral
〰,neutral
💱,neutral
💲,neutral
⚕️,neutral
⚕,neutral
♻️,neutral
♻,neutral
⚜️,neutral
⚜,neutral
🔱,neutral
📛,neutral
🔰,neutral
⭕,neutral
✅,neutral
☑️,neutral
☑,neutral
✔️,neutral
✔,neutral
❌,neutral
❎,neutral
➰,neutral
➿,neutral
〽️,neutral
〽,neutral
✳️,neutral
✳,neutral
✴️,neutral
✴,neutral
❇️,neutral
❇,neutral
©️,neutral
©,neutral
®️,neutral
®,neutral
™️,neutral
™,neutral
#️⃣,neutral
#⃣,neutral
*️⃣,neutral
*⃣,neutral
0️⃣,neutral
0⃣,neutral
1️⃣,neutral
1⃣,neutral
2️⃣,neutral
2⃣,neutral
3️⃣,neutral
3⃣,neutral
4️⃣,neutral
4⃣,neutral
5️⃣,neutral
5⃣,neutral
6️⃣,neutral
6⃣,neutral
7️⃣,neutral
7⃣,neutral
8️⃣,neutral
8⃣,neutral
9️⃣,neutral
9⃣,neutral
🔟,neutral
🔠,neutral
🔡,neutral
🔢,neutral
🔣,neutral
🔤,neutral
🅰️,neutral
🅰,neutral
🆎,neutral
🅱️,neutral
🅱,neutral
🆑,neutral
🆒,neutral
🆓,neutral
ℹ️,neutral
ℹ,neutral
🆔,neutral
Ⓜ️,neutral
Ⓜ,neutral
🆕,neutral
🆖,neutral
🅾️,neutral
🅾,neutral
🆗,neutral
🅿️,neutral
🅿,neutral
🆘,neutral
🆙,neutral
🆚,neutral
🈁,neutral
🈂️,neutral
🈂,neutral
🈷️,neutral
🈷,neutral
🈶,neutral
🈯,neutral
🉐,neutral
🈹,neutral
🈚,neutral
🈲,neutral
🉑,neutral
🈸,neutral
🈴,neutral
🈳,neutral
㊗️,neutral
㊗,neutral
㊙️,neutral
㊙,neutral
🈺,neutral
🈵,neutral
🔴,neutral
🟠,neutral
🟡,neutral
🟢,neutral
🔵,neutral
🟣,neutral
🟤,neutral
⚫,neutral
⚪,neutral
🟥,neutral
🟧,neutral
🟨,neutral
🟩,neutral
🟦,neutral
🟪,neutral
🟫,neutral
⬛,neutral
⬜,neutral
◼️,neutral
◼,neutral
◻️,neutral
◻,neutral
◾,neutral
◽,neutral
▪️,neutral
▪,neutral
▫️,neutral
▫,neutral
🔶,neutral
🔷,neutral
🔸,neutral
🔹,neutral
🔺,neutral
🔻,neutral
💠,neutral
🔘,neutral
🔳,neutral
🔲,neutral
🏁,neutral
🚩,neutral
🎌,neutral
🏴,neutral
🏳️,neutral
🏳,neutral
🏳️‍🌈,neutral
🏳‍🌈,neutral
🏳️‍⚧️,neutral
🏳‍⚧️,neutral
🏳️‍⚧,neutral
🏳‍⚧,neutral
🏴‍☠️,neutral
🏴‍☠,neutral
🇦🇨,neutral
🇦🇩,neutral
🇦🇪,neutral
🇦🇫,neutral
🇦🇬,neutral
🇦🇮,neutral
🇦🇱,neutral
🇦🇲,neutral
🇦🇴,neutral
🇦🇶,neutral
🇦🇷,neutral
🇦🇸,neutral
🇦🇹,neutral
🇦🇺,neutral
🇦🇼,neutral
🇦🇽,neutral
🇦🇿,neutral
🇧🇦,neutral
🇧🇧,neutral
🇧🇩,neutral
🇧🇪,neutral
🇧🇫,neutral
🇧🇬,neutral
🇧🇭,neutral
🇧🇮,neutral
🇧🇯,neutral
🇧🇱,neutral
🇧🇲,neutral
🇧🇳,neutral
🇧🇴,neutral
🇧🇶,neutral
🇧🇷,neutral
🇧🇸,neutral
🇧🇹,neutral
🇧🇻,neutral
🇧🇼,neutral
🇧🇾,neutral
🇧🇿,neutral
🇨🇦,neutral
🇨🇨,neutral
🇨🇩,neutral
🇨🇫,neutral
🇨🇬,neutral
🇨🇭,neutral
🇨🇮,neutral
🇨🇰,neutral
🇨🇱,neutral
🇨🇲,neutral
🇨🇳,neutral
🇨🇴,neutral
🇨🇵,neutral
🇨🇷,neutral
🇨🇺,neutral
🇨🇻,neutral
🇨🇼,neutral
🇨🇽,neutral
🇨🇾,neutral
🇨🇿,neutral
🇩🇪,neutral
🇩🇬,neutral
🇩🇯,neutral
🇩🇰,neutral
🇩🇲,neutral
🇩🇴,neutral
🇩🇿,neutral
🇪🇦,neutral
🇪🇨,neutral
🇪🇪,neutral
🇪🇬,neutral
🇪🇭,neutral
🇪🇷,neutral
🇪🇸,neutral
🇪🇹,neutral
🇪🇺,neutral
🇫🇮,neutral
🇫🇯,neutral
🇫🇰,neutral
🇫🇲,neutral
🇫🇴,neutral
🇫🇷,neutral
🇬🇦,neutral
🇬🇧,neutral
🇬🇩,neutral
🇬🇪,neutral
🇬🇫,neutral
🇬🇬,neutral
🇬🇭,neutral
🇬🇮,neutral
🇬🇱,neutral
🇬🇲,neutral
🇬🇳,neutral
🇬🇵,neutral
🇬🇶,neutral
🇬🇷,neutral
🇬🇸,neutral
🇬🇹,neutral
🇬🇺,neutral
🇬🇼,neutral
🇬🇾,neutral
🇭🇰,neutral
🇭🇲,neutral
🇭🇳,neutral
🇭🇷,neutral
🇭🇹,neutral
🇭🇺,neutral
🇮🇨,neutral
🇮🇩,neutral
🇮🇪,neutral
🇮🇱,neutral
🇮🇲,neutral
🇮🇳,neutral
🇮🇴,neutral
🇮🇶,neutral
🇮🇷,neutral
🇮🇸,neutral
🇮🇹,neutral
🇯🇪,neutral
🇯🇲,neutral
🇯🇴,neutral
🇯🇵,neutral
🇰🇪,neutral
🇰🇬,neutral
🇰🇭,neutral
🇰🇮,neutral
🇰🇲,neutral
🇰🇳,neutral
